rank,lemma,gloss,kind,ref_count,ref_coverage
1,ὁ,the,F,19769,14.3718
2,καί,"and, also",F,8973,20.8951
3,αὐτός,unemph. 3rd pers.pronoun; -self; [the] same,F,5546,24.9269
4,σύ,you (personal pronoun),F,2894,27.0308
5,δέ,but,F,2766,29.0417
6,ἐν,"in, among. c. dat.",F,2733,31.0285
7,ἐγώ,I (first person pronoun),F,2572,32.8984
8,εἰμί,to be,L,2456,34.6838
9,λέγω,to pick; to say,L,2345,36.3886
10,εἰς,"into, to c. acc.",F,1754,37.6638
11,οὐ,not,L,1605,38.8306
12,ὅς,"who, that, which: relative pronoun",F,1408,39.8542
13,οὗτος,this; that,F,1385,40.8610
14,θεός,god,L,1307,41.8112
15,ὅτι,"conj.: that, because",F,1294,42.7519
16,πᾶς,"all, the whole",L,1244,43.6563
17,γάρ,for,F,1039,44.4116
18,μή,not,L,1036,45.1648
19,ἐκ,from out of,F,913,45.8285
20,Ἰησοῦς,,L,906,46.4872
21,ἐπί,"on, upon with gen., dat., and acc.",F,885,47.1306
22,κύριος,"a lord, master",L,713,47.6489
23,ἔχω,to have,L,706,48.1622
24,πρός,"(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding",F,696,48.6682
25,γίνομαι,,L,667,49.1531
26,διά,through c. gen.; because of c. acc.,F,666,49.6372
27,ἵνα,in order that (conj.); where (rel. adv.),F,662,50.1185
28,ἀπό,"from, away from. c. gen.",F,644,50.5867
29,ἀλλά,"otherwise, but",F,638,51.0505
30,ἔρχομαι,to come,L,631,51.5092
31,ποιέω,"to make, to do",L,568,51.9222
32,τίς,who? which?,F,554,52.3249
33,ἄνθρωπος,"man, person, human",L,550,52.7247
34,τις,"any one, any thing, some one, some thing;",F,530,53.1101
35,Χριστός,to be rubbed on,L,528,53.4939
36,ὡς,"as, how",F,503,53.8596
37,εἰ,"conj. if, whether; part. w/wishes, adv. w/imperatives",F,502,54.2245
38,οὖν,"so, then, therefore",F,494,54.5837
39,ὁράω,to see,L,476,54.9297
40,μετά,"(w gen) with, among; (w acc) after",F,470,55.2714
41,κατά,"down, against with gen.; according to, throughout with acc.",F,469,55.6123
42,ἀκούω,to hear,L,427,55.9228
43,δίδωμι,to give,L,415,56.2245
44,πολύς,"much, many",L,415,56.5262
45,πατήρ,a father,L,413,56.8264
46,ἡμέρα,day,L,389,57.1092
47,πνεῦμα,a blowing,L,379,57.3847
48,υἱός,a son,L,375,57.6574
49,ἤ,either..or; than,F,346,57.9089
50,εἷς,one,L,342,58.1575
51,ἀδελφός,sons of the same mother,L,342,58.4062
52,ἑαυτοῦ,"himself, herself, themselves",F,333,58.6482
53,περί,"around, round about with gen., dat., and acc.",F,332,58.8896
54,ἐάν,if,F,331,59.1302
55,λόγος,the word,L,330,59.3701
56,λαλέω,"to talk, chat, prattle, babble",L,297,59.5861
57,οἶδα,to know,L,296,59.8012
58,οὐρανός,heaven,L,273,59.9997
59,μαθητής,"a learner, pupil",L,262,60.1902
60,λαμβάνω,"to take, seize, receive",L,258,60.3777
61,γῆ,earth,L,248,60.5580
62,πίστις,"trust, belief; pledge, security",L,242,60.7340
63,ἐκεῖνος,"that over there, that",F,242,60.9099
64,πιστεύω,"to trust, trust to",L,241,61.0851
65,μέγας,"big, great",L,240,61.2596
66,ἅγιος,"devoted to the gods, sacred, holy",L,233,61.4290
67,οὐδείς,"not one, nobody",L,232,61.5976
68,ἀποκρίνομαι,,L,232,61.7663
69,ὄνομα,name,L,229,61.9328
70,γινώσκω,,L,221,62.0934
71,ὑπό,"from under, by, c. gen. under, c. dat., towards c. acc.",F,220,62.2534
72,ἀνήρ,a man,L,216,62.4104
73,ἐξέρχομαι,"to go out, come out",L,216,62.5674
74,τέ,,F,213,62.7223
75,γυνή,a woman,L,212,62.8764
76,δύναμαι,"to be able, capable, strong enough",L,209,63.0283
77,θέλω,,L,208,63.1796
78,οὕτως,"so, in this manner",L,207,63.3300
79,ἰδού,,F,200,63.4754
80,Ἰουδαῖος,,L,194,63.6165
81,εἰσέρχομαι,to go in,L,193,63.7568
82,νόμος,"usage, custom, law, ordinance",L,193,63.8971
83,παρά,"from the side of, c. gen., beside, alongside of, c. dat., to the side of, motion alongside of, c. acc.",F,193,64.0374
84,γράφω,"to scratch, draw, write",L,190,64.1755
85,κόσμος,order,L,185,64.3100
86,καθώς,how,F,182,64.4423
87,μέν,"on the one hand, on the other hand",F,178,64.5717
88,εὑρίσκω,to find,L,176,64.6997
89,χείρ,the hand,L,176,64.8276
90,ἄγγελος,"a messenger, envoy",L,175,64.9549
91,ὄχλος,"a moving crowd, a throng, mob",L,174,65.0813
92,ἁμαρτία,"a failure, fault, sin",L,172,65.2064
93,ἄν,modal particle,F,171,65.3307
94,ἔργον,work,L,169,65.4536
95,δόξα,a notion,L,165,65.5735
96,βασιλεία,"a kingdom, dominion",L,162,65.6913
97,πόλις,a city,L,162,65.8091
98,ἔθνος,"a number of people accustomed to live together, a company, body of men",L,160,65.9254
99,τότε,"at that time, then",L,159,66.0410
100,Παῦλος,,L,158,66.1558
101,ἐσθίω,to eat,L,157,66.2700
102,Πέτρος,a stone,L,156,66.3834
103,καρδία,the heart,L,156,66.4968
104,χάρις,"gratitude, favor, grace, charm",L,155,66.6095
105,δέω,"to bind, tie, fetter",L,154,66.7214
106,ἄλλος,"other, another",L,154,66.8334
107,πρῶτος,first,L,153,66.9446
108,ἵστημι,to make to stand,L,153,67.0558
109,πορεύομαι,,L,150,67.1649
110,ὑπέρ,"over, above, w. gen, over, beyond, w. acc.",F,150,67.2739
111,καλέω,"to call, summon",L,148,67.3815
112,σάρξ,flesh,L,147,67.4884
113,νῦν,now at this very time,L,145,67.5938
114,ἕως,(w. aor or as prep.) until; (w. pres) as long as,F,145,67.6992
115,προφήτης,one who speaks for a God and interprets his will,L,144,67.8039
116,ὅστις,indef. relative or indirect interrogative,F,144,67.9086
117,ἀγαπάω,"to treat with affection, to caress, love, be fond of",L,143,68.0126
118,ἀφίημι,"to send forth, discharge",L,143,68.1165
119,ἐγείρω,"to awaken, wake up, rouse",L,143,68.2205
120,οὐδέ,and/but not; not even,F,142,68.3237
121,σῶμα,the body,L,142,68.4269
122,λαός,the people,L,141,68.5295
123,ζάω,to live,L,140,68.6312
124,πάλιν,"back, backwards",L,139,68.7323
125,φωνή,"a sound, tone",L,139,68.8333
126,δύο,two,L,135,68.9315
127,ζωή,a living,L,135,69.0296
128,Ἰωάννης,,L,135,69.1278
129,βλέπω,"to see, have the power of sight",L,133,69.2245
130,ἀποστέλλω,to send off,L,132,69.3204
131,σύν,"along with, in company with, together with",F,129,69.4142
132,νεκρός,"a dead body, corpse",L,128,69.5072
133,ἀμήν,"verily, of a truth, so be it",F,128,69.6003
134,δοῦλος,slave,L,126,69.6919
135,ὅταν,"when, whenever",F,123,69.7813
136,αἰών,"life, lifetime, time; spinal marrow",L,122,69.8700
137,ἀρχιερεύς,"an arch-priest, chief-priest",L,122,69.9587
138,βάλλω,to throw,L,121,70.0467
139,θάνατος,death,L,120,70.1339
140,δύναμις,"power, might, strength",L,119,70.2204
141,παραδίδωμι,"to hand over, to surrender",L,119,70.3069
142,μένω,"to stay at home, stay where one is, not stir",L,118,70.3927
143,ζητέω,"to seek, seek for",L,117,70.4778
144,ἀπέρχομαι,"to go away, depart from",L,117,70.5628
145,ἀγάπη,love,L,116,70.6472
146,βασιλεύς,"a king, chief",L,115,70.7308
147,κρίνω,"to pick out, choose, judge, determine",L,114,70.8136
148,ἐκκλησία,"an assembly of the citizens regularly summoned, the legislative assembly",L,114,70.8965
149,ἴδιος,"one's own, pertaining to oneself",L,114,70.9794
150,οἶκος,"a house, abode, dwelling",L,112,71.0608
151,ἀποθνῄσκω,"to die, be killed",L,111,71.1415
152,ὅσος,as much/many as,F,111,71.2222
153,μόνος,"alone, left alone, forsaken solitary",L,110,71.3022
154,μέλλω,"to think of doing, intend to do, to be about to do",L,109,71.3814
155,παρακαλέω,to call to,L,109,71.4607
156,ἀλήθεια,truth,L,109,71.5399
157,ἀνίστημι,"to make to stand up, raise up",L,108,71.6184
158,ὅλος,"whole, entire, complete in all its parts",L,108,71.6969
159,σῴζω,"to save, keep",L,106,71.7740
160,ὥρα,"time, season, climate",L,106,71.8511
161,πῶς,how? in what way,L,103,71.9259
162,ψυχή,"breath, soul",L,102,72.0001
163,ἐξουσία,power,L,102,72.0742
164,ὅτε,when,F,102,72.1484
165,αἴρω,"to take up, raise, lift up",L,101,72.2218
166,καλός,beautiful,L,101,72.2952
167,ἀγαθός,good,L,101,72.3687
168,ὁδός,"a way, path, track, journey",L,101,72.4421
169,τίθημι,"to set, put, place",L,100,72.5148
170,ἀλλήλων,"of one another, to one another, one another",F,100,72.5875
171,ὀφθαλμός,the eye,L,100,72.6602
172,τέκνον,a child,L,99,72.7322
173,αἷμα,blood,L,97,72.8027
174,γεννάω,"to beget, engender",L,97,72.8732
175,ἄρτος,"bread, loaf of bread",L,97,72.9437
176,ἕτερος,the one; the other (of two),L,97,73.0142
177,Φαρισαῖος,,L,96,73.0840
178,διδάσκω,to teach,L,96,73.1538
179,περιπατέω,"to walk up and down, to walk about",L,95,73.2229
180,φοβέομαι,,L,95,73.2919
181,ἐκεῖ,"there, in that place",L,95,73.3610
182,τόπος,a place,L,94,73.4293
183,ἐνώπιον,,F,94,73.4977
184,οἰκία,"a building, house, dwelling",L,93,73.5653
185,πούς,a foot,L,93,73.6329
186,ἔτι,"yet, as yet, still, besides",L,93,73.7005
187,δικαιοσύνη,"righteousness, justice",L,91,73.7667
188,εἰρήνη,"peace, time of peace",L,91,73.8328
189,κάθημαι,to be seated,L,91,73.8990
190,θάλασσα,the sea,L,90,73.9644
191,μηδείς,"(and not one); not one, no-one",L,90,74.0298
192,πίπτω,"to fall, fall down",L,90,74.0953
193,ἀπόλλυμι,"to destroy, kill; to lose",L,90,74.1607
194,ἀκολουθέω,to follow,L,89,74.2254
195,ἑπτά,seven,L,88,74.2894
196,οὔτε,neither / nor,F,87,74.3526
197,πληρόω,to make full,L,86,74.4151
198,προσέρχομαι,to come,L,86,74.4777
199,ἄρχω,"(to be first) to rule, to begin",L,86,74.5402
200,καιρός,"time; the right moment, opportunity",L,85,74.6020
201,προσεύχομαι,to offer prayers,L,85,74.6638
202,κἀγώ,,F,83,74.7241
203,μήτηρ,a mother,L,83,74.7844
204,ὥστε,so that,F,83,74.8448
205,μᾶλλον,"more, rather",L,81,74.9037
206,ἀναβαίνω,"to go up, mount, to go up to",L,81,74.9626
207,ἐκβάλλω,to throw,L,81,75.0214
208,ἕκαστος,"every, every one, each, each one",L,81,75.0803
209,ὅπου,where,F,81,75.1392
210,καταβαίνω,"to step down, go",L,80,75.1974
211,Μωϋσῆς,,L,79,75.2548
212,δίκαιος,"just, observant of custom, correct, balanced",L,79,75.3122
213,πέμπω,"to send, despatch",L,79,75.3697
214,ἀπόστολος,"a messenger, ambassador, envoy",L,79,75.4271
215,ὑπάγω,to lead,L,79,75.4845
216,πονηρός,"toilsome, painful, grievous",L,78,75.5412
217,στόμα,the mouth,L,78,75.5979
218,βαπτίζω,to dip in,L,77,75.6539
219,σημεῖον,"a sign, a mark, token",L,77,75.7099
220,ἀνοίγω,,L,77,75.7659
221,μαρτυρέω,"to be a witness, to bear witness, give evidence, bear testimony",L,76,75.8211
222,πρόσωπον,"the face, visage, countenance",L,76,75.8764
223,ἐμός,mine,L,76,75.9316
224,Ἰερουσαλήμ,,L,76,75.9869
225,ὕδωρ,water,L,76,76.0421
226,Σίμων,,L,75,76.0967
227,δώδεκα,twelve,L,75,76.1512
228,εὐαγγέλιον,the reward of good tidings,L,75,76.2057
229,κεφαλή,the head,L,75,76.2602
230,χαίρω,"to rejoice, be glad, be delighted",L,74,76.3140
231,ἀποκτείνω,"to kill, slay",L,74,76.3678
232,Ἀβραάμ,,L,73,76.4209
233,ἱερός,"super-human, mighty, divine, wonderful",L,73,76.4740
234,πίνω,to drink,L,72,76.5263
235,φῶς,,L,72,76.5787
236,πῦρ,fire,L,71,76.6303
237,τηρέω,"to watch over, protect, guard",L,71,76.6819
238,αἰτέω,"to ask, beg; postulate",L,70,76.7328
239,αἰώνιος,lasting for an age,L,69,76.7829
240,σάββατον,,L,68,76.8324
241,ἄγω,to lead,L,68,76.8818
242,Ἰσραήλ,,L,68,76.9312
243,πιστός,to be trusted,L,67,76.9799
244,πλοῖον,"a floating vessel, a ship, vessel",L,67,77.0287
245,τρεῖς,three,L,67,77.0774
246,ἀπολύω,to loose from,L,67,77.1261
247,ῥῆμα,"(spoken) word, line, verb",L,67,77.1748
248,καρπός,fruit,L,66,77.2228
249,φέρω,to bear,L,66,77.2707
250,ἐντολή,"an injunction, order, command, behest",L,66,77.3187
251,εἴτε,whether..or (regardless of whether A or B),F,65,77.3660
252,πρεσβύτερος,,L,65,77.4132
253,φημί,"to say, to claim",L,65,77.4605
254,δαιμόνιον,"divine being, spirit",L,63,77.5063
255,Ἱεροσόλυμα,,L,63,77.5521
256,γραμματεύς,"a secretary, clerk",L,62,77.5972
257,δοκέω,"seem, impers. it seems best..",L,62,77.6422
258,θέλημα,will,L,62,77.6873
259,θρόνος,"a seat, chair",L,62,77.7324
260,ἐρωτάω,to ask,L,62,77.7775
261,ἔξω,out,L,62,77.8225
262,ὄρος,"a mountain, hill",L,62,77.8676
263,Γαλιλαία,,L,61,77.9119
264,δοξάζω,"to think, imagine, suppose, fancy, conjecture",L,61,77.9563
265,κηρύσσω,"to be a herald, officiate as herald",L,61,78.0006
266,νύξ,the night,L,61,78.0450
267,ἀγαπητός,beloved,L,61,78.0893
268,ὧδε,"in this wise, so, thus",L,61,78.1337
269,προσκυνέω,to make obeisance,L,60,78.1773
270,ἤδη,already,L,60,78.2209
271,ἱμάτιον,"an outer garment, a cloak",L,60,78.2645
272,ὑπάρχω,to begin; to exist,L,60,78.3082
273,Δαυίδ,,L,59,78.3510
274,εὐθύς,"straight, direct",L,59,78.3939
275,συνάγω,"to bring together, gather together, collect, convene",L,59,78.4368
276,χαρά,"joy, delight",L,59,78.4797
277,ἀσπάζομαι,"to welcome kindly, bid welcome, greet",L,59,78.5226
278,διδάσκαλος,"a teacher, master",L,58,78.5648
279,θεωρέω,"to look at, view, behold",L,58,78.6069
280,λίθος,a stone,L,58,78.6491
281,μηδέ,but not,F,57,78.6906
282,δέχομαι,"to take, accept, receive",L,56,78.7313
283,μέσος,"middle, in the middle",L,56,78.7720
284,συναγωγή,"a bringing together, uniting",L,56,78.8127
285,τοιοῦτος,such as this,F,56,78.8534
286,ἐπερωτάω,"to inquire of, question, consult",L,56,78.8941
287,Πιλᾶτος,,L,55,78.9341
288,κράζω,to croak,L,55,78.9741
289,λοιπός,"remaining, the rest",L,55,79.0141
290,τρίτος,the third,L,55,79.0540
291,ἀρχή,"a beginning, rule, office, empire",L,55,79.0940
292,δεξιός,on the right hand,L,54,79.1333
293,εὐαγγελίζω,,L,54,79.1725
294,διό,"wherefore, on which account",F,53,79.2111
295,οὐχί,,F,53,79.2496
296,χρόνος,time,L,53,79.2881
297,ἐλπίς,"hope, expectation",L,53,79.3267
298,ὅπως,"how, that, in order that, as",F,53,79.3652
299,παιδίον,a child,L,52,79.4030
300,πείθω,"to prevail upon, win over, persuade",L,52,79.4408
301,σπείρω,to sow,L,52,79.4786
302,ἐπαγγελία,a public denunciation,L,52,79.5164
303,ἔσχατος,outermost,L,52,79.5542
304,σοφία,skill,L,51,79.5913
305,γλῶσσα,the tongue,L,50,79.6276
306,κακός,bad,L,50,79.6640
307,μακάριος,"blessed, happy",L,50,79.7003
308,παραβολή,"juxta-position, comparison",L,50,79.7367
309,τυφλός,blind,L,50,79.7730
310,γραφή,"drawing, writing; indictment",L,49,79.8087
311,παραλαμβάνω,to receive from,L,49,79.8443
312,χρεία,"use, advantage, service",L,49,79.8799
313,ἄρα,particle: 'so',F,49,79.9155
314,ἔτος,a year,L,49,79.9511
315,φανερόω,to make manifest,L,48,79.9860
316,ἀποδίδωμι,"to give back, give what is due; (mid.) sell",L,48,80.0209
317,ἔμπροσθεν,"before, in front",F,48,80.0558
318,ἔρημος,,L,48,80.0907
319,κρίσις,"a separating, power of distinguishing",L,47,80.1249
320,κρατέω,"to be strong, mighty, powerful",L,47,80.1591
321,οὐκέτι,"no more, no longer, no further",L,47,80.1932
322,ποῦ,where,L,47,80.2274
323,προσφέρω,to bring to,L,47,80.2616
324,πρό,before,F,47,80.2957
325,φυλακή,a watching,L,47,80.3299
326,φόβος,"fear, panic, flight",L,47,80.3641
327,ἁμαρτωλός,"(adj.) sinful, (n.) sinner",L,47,80.3982
328,ἄχρι,"until, up to; (Hom.) to the uttermost, utterly",F,47,80.4324
329,θηρίον,"a wild animal, beast",L,46,80.4659
330,μικρός,"small, little",L,46,80.4993
331,οὐαί,woe,F,46,80.5327
332,σταυρόω,to fence with pales; to crucify,L,46,80.5662
333,σωτηρία,"a saving, deliverance, preservation, safety",L,46,80.5996
334,διώκω,to pursue,L,45,80.6323
335,θλῖψις,pressure,L,45,80.6650
336,καθίζω,"to make to sit down, seat",L,45,80.6978
337,ναός,"the dwelling of a god, a temple",L,45,80.7305
338,ἀπαγγέλλω,"to bring tidings, report, announce",L,45,80.7632
339,ὅμοιος,"like, resembling",L,45,80.7959
340,δεύτερος,second,L,44,80.8279
341,κατοικέω,to settle; to inhabit,L,44,80.8599
342,ἐπιγινώσκω,,L,44,80.8919
343,Ἰουδαία,,L,44,80.9239
344,Ἰούδας,,L,44,80.9558
345,γενεά,"race, stock, family",L,43,80.9871
346,θαυμάζω,"to wonder, marvel, be astonished",L,43,81.0184
347,θεραπεύω,"to be an attendant, do service",L,43,81.0496
348,σεαυτοῦ,of thyself,F,43,81.0809
349,σπέρμα,"seed, offspring",L,43,81.1121
350,φωνέω,to produce a sound,L,43,81.1434
351,Ἡρῴδης,,L,43,81.1747
352,καινός,"new, fresh",L,42,81.2052
353,λύω,to loose,L,42,81.2357
354,μέρος,"a part, share",L,42,81.2663
355,πάσχω,"to experience, to suffer",L,42,81.2968
356,χωρίς,"separately, asunder, apart, by oneself",F,42,81.3273
357,ἀνάστασις,a raising up,L,42,81.3579
358,ἁμαρτάνω,"to miss, miss the mark",L,42,81.3884
359,ἐγγίζω,"bring near, bring up to",L,42,81.4189
360,Ἰάκωβος,,L,42,81.4495
361,διέρχομαι,"to go through, pass through",L,41,81.4793
362,εὐλογέω,"to speak well of, praise, honour",L,41,81.5091
363,πάντοτε,"at all times, always",L,41,81.5389
364,παρίστημι,to make to stand,L,41,81.5687
365,σήμερον,to-day,L,41,81.5985
366,τιμή,that which is paid in token of worth,L,41,81.6283
367,ἄξιος,worthy,L,41,81.6581
368,ἐργάζομαι,"to work, labour",L,41,81.6879
369,ὀλίγος,"few, little, scanty, small",L,41,81.7177
370,κλαίω,"to weep, lament, wail",L,40,81.7468
371,λογίζομαι,"to count, reckon, calculate, compute",L,40,81.7759
372,μισέω,to hate,L,40,81.8050
373,μνημεῖον,"a memorial, remembrance, monument",L,40,81.8340
374,οἰκοδομέω,to build a house,L,40,81.8631
375,τέλος,the fulfilment,L,40,81.8922
376,τέσσαρες,four,L,40,81.9213
377,ἑτοιμάζω,"to make ready, prepare",L,40,81.9504
378,ἱκανός,"becoming, befitting, sufficing",L,40,81.9794
379,δικαιόω,to set right,L,39,82.0078
380,θύρα,a door,L,39,82.0361
381,περισσεύω,to be over and above,L,39,82.0645
382,πλανάω,"to make to wander, lead wandering about",L,39,82.0929
383,πρόβατον,sheep; small cattle,L,39,82.1212
384,ἅπτω,"to fasten, bind fast; mid. touch",L,39,82.1496
385,ἐπιτίθημι,"to lay, put on; (mid.) to attack",L,39,82.1779
386,εὐχαριστέω,"to be thankful, return thanks",L,38,82.2055
387,πέντε,five,L,38,82.2332
388,πράσσω,"do, (w. adv) fare, (mid.) charge payment",L,38,82.2608
389,ἐπιθυμία,"desire, yearning, longing",L,38,82.2884
390,ὑποτάσσω,to place,L,38,82.3160
391,βούλομαι,"to will, wish, be willing",L,37,82.3429
392,διακονέω,"to minister, serve, do service",L,37,82.3698
393,μαρτυρία,"witness, testimony, evidence",L,37,82.3967
394,πειράζω,to make proof,L,37,82.4236
395,ἄρχων,"a ruler, commander, chief, captain",L,37,82.4505
396,ἐμαυτοῦ,"of me, of myself",F,37,82.4774
397,Σατανᾶς,,L,36,82.5036
398,Φίλιππος,,L,36,82.5298
399,καλῶς,,L,36,82.5559
400,καυχάομαι,"to speak loud, be loud-tongued",L,36,82.5821
401,οὖς,"auris, the ear",L,36,82.6083
402,παραγίνομαι,,L,36,82.6345
403,περιτομή,circumcision,L,36,82.6606
404,προσευχή,prayer,L,36,82.6868
405,ἀγρός,"fields, lands",L,36,82.7130
406,ἄρτι,"just now, recently",L,36,82.7391
407,ἐπιστρέφω,"to turn about, turn round",L,36,82.7653
408,ὀργή,natural impulse,L,36,82.7915
409,ὥσπερ,"just as if, even as",F,36,82.8177
410,διάβολος,"slanderous, backbiting",L,35,82.8431
411,εὐθέως,,L,35,82.8685
412,μάρτυς,a witness,L,35,82.8940
413,Ἰωσήφ,,L,35,82.9194
414,ὀπίσω,backwards,F,35,82.9449
415,ὀφείλω,"to owe, have to pay",L,35,82.9703
416,ὑποστρέφω,"to turn round about, turn back",L,35,82.9958
417,βιβλίον,"a paper, scroll, letter",L,34,83.0205
418,βλασφημέω,to drop evil,L,34,83.0452
419,διακονία,"the office of a διάκονος, service",L,34,83.0699
420,μέλος,a limb; a phrase of song; a song,L,34,83.0946
421,μήτε,neither / nor,F,34,83.1194
422,μετανοέω,to change one's mind,L,34,83.1441
423,οἶνος,wine,L,34,83.1688
424,πτωχός,one who crouches,L,34,83.1935
425,ἀσθενέω,"to be weak, feeble, sickly",L,34,83.2182
426,δείκνυμι,to show,L,33,83.2422
427,διαθήκη,a disposition,L,33,83.2662
428,ναί,"yea, verily",F,33,83.2902
429,ποῖος,of what nature? of what sort?,F,33,83.3142
430,ἀρνέομαι,"to deny, disown",L,33,83.3382
431,ἐκπορεύομαι,,L,33,83.3622
432,δυνατός,"strong, mighty, able",L,32,83.3854
433,παραγγέλλω,to transmit as a message; give orders,L,32,83.4087
434,ἀκάθαρτος,"uncleansed, unclean, impure",L,32,83.4320
435,ἀναγινώσκω,,L,32,83.4552
436,ἅπας,"quite all, the whole",L,32,83.4785
437,ἐλεάω,,L,32,83.5018
438,ἐχθρός,"hated, hateful; enemy",L,32,83.5250
439,ἥλιος,the sun,L,32,83.5483
440,ὑπομονή,a remaining behind,L,32,83.5715
441,καθαρίζω,"to make clean, to cleanse",L,31,83.5941
442,παρρησία,"freespokenness, openness, frankness",L,31,83.6166
443,πλήν,except,F,31,83.6392
444,πλῆθος,"a great number, a throng, crowd, multitude",L,31,83.6617
445,ποτήριον,"a drinking-cup, wine-cup",L,31,83.6842
446,φαίνω,"to bring to light, make to appear",L,31,83.7068
447,φυλάσσω,"to keep watch and ward, keep guard",L,31,83.7293
448,φυλή,"a race, a tribe",L,31,83.7518
449,ἄνεμος,wind,L,31,83.7744
450,ἐλπίζω,"to hope for, look for, expect",L,31,83.7969
451,ἔξεστιν,,L,31,83.8194
452,ἱερεύς,"a priest, sacrificer",L,31,83.8420
453,ὁμοίως,,L,31,83.8645
454,διδαχή,teaching,L,30,83.8863
455,σκανδαλίζω,"to make to stumble, give offence to",L,30,83.9081
456,σκότος,"darkness, gloom",L,30,83.9299
457,συνέρχομαι,"come together, meet",L,30,83.9518
458,συνείδησις,self-consciousness: conscience,L,30,83.9736
459,ἀγοράζω,to be in the ἀγορά,L,30,83.9954
460,ἀρνίον,a little lamb; a sheep-skin,L,30,84.0172
461,ἐγγύς,"near, nigh, at hand",L,30,84.0390
462,ἐπικαλέω,to call upon,L,30,84.0608
463,ἴδε,,F,30,84.0826
464,Καῖσαρ,,L,29,84.1037
465,γαμέω,to marry,L,29,84.1248
466,γνῶσις,"a (judicial) inquiry, knowledge",L,29,84.1459
467,διάκονος,"a servant, waiting-man",L,29,84.1669
468,μάχαιρα,a large knife,L,29,84.1880
469,μισθός,"wages, pay, hire",L,29,84.2091
470,πάσχα,Passover,L,29,84.2302
471,παράκλησις,"a calling to one's aid, summons",L,29,84.2513
472,παρέρχομαι,"to go by, beside",L,29,84.2724
473,ποτέ,,L,29,84.2934
474,προσκαλέομαι,,L,29,84.3145
475,πόθεν,"whence? (i.e., from where?)",L,29,84.3356
476,φίλος,"friend; loved, beloved, dear",L,29,84.3567
477,φεύγω,"to flee, take flight, run away",L,29,84.3778
478,ἐπιτιμάω,"honor, raise price; blame, rebuke, censure",L,29,84.3989
479,Ἠλίας,,L,29,84.4199
480,ἰσχυρός,"strong, mighty",L,29,84.4410
481,Βαρναβᾶς,,L,28,84.4614
482,Μαρία,,L,28,84.4817
483,θυγάτηρ,a daughter,L,28,84.5021
484,θυσία,"burnt offering, sacrifice",L,28,84.5224
485,νικάω,"to conquer, prevail, vanquish",L,28,84.5428
486,πλούσιος,"rich, wealthy, opulent",L,28,84.5632
487,προφητεύω,to be an interpreter,L,28,84.5835
488,τελέω,"to complete, fulfil, accomplish",L,28,84.6039
489,χώρα,land,L,28,84.6242
490,ἀδικέω,to do wrong,L,28,84.6446
491,ἀληθινός,agreeable to truth,L,28,84.6649
492,ἁγιάζω,"hallow, make sacred",L,28,84.6853
493,ἐνδύω,to go into,L,28,84.7056
494,ἡγέομαι,"to lead; to consider, believe",L,28,84.7260
495,ἰσχύω,to be strong,L,28,84.7464
496,βαστάζω,"to lift, lift up, raise",L,27,84.7660
497,καταργέω,to leave unemployed,L,27,84.7856
498,κρίμα,"decision, judgement",L,27,84.8052
499,κώμη,country town,L,27,84.8249
500,πόσος,how much? how many?,F,27,84.8445
501,σταυρός,an upright pale,L,27,84.8641
502,ἐκεῖθεν,"from that place, thence",L,27,84.8838
503,ἐκχέω,to pour out,L,27,84.9034
504,ἔλεος,"pity, mercy, compassion",L,27,84.9230
505,ἥκω,"to have come, be present, be here",L,27,84.9426
506,Ἰακώβ,,L,27,84.9623
507,Μαριάμ,,L,26,84.9812
508,δουλεύω,to be a slave,L,26,85.0001
509,καθαρός,"clear of dirt, clean, spotless, unsoiled",L,26,85.0190
510,λυπέω,"to give pain to, to pain, distress, grieve, vex, annoy",L,26,85.0379
511,μυστήριον,a mystery,L,26,85.0568
512,οὔπω,not yet,L,26,85.0757
513,πνευματικός,"of spirit, spiritual",L,26,85.0946
514,στρατιώτης,a citizen bound to military service;,L,26,85.1135
515,συνίημι,to bring together; understand,L,26,85.1324
516,φρονέω,"to think, to have understanding, to be sage, wise, prudent",L,26,85.1513
517,χήρα,"bereft of a husband, a widow",L,26,85.1702
518,ἀληθής,"unconcealed, true",L,26,85.1891
519,ἀποκαλύπτω,to uncover,L,26,85.2080
520,ἀσθενής,"without strength, weak, feeble, weakly",L,26,85.2269
521,ἐπεί,"after, since, when",F,26,85.2458
522,ἰάομαι,"to heal, cure",L,26,85.2647
523,ὀμνύω,,L,26,85.2836
524,ὁμολογέω,"agree, say the same thing as",L,26,85.3025
525,Αἴγυπτος,,L,25,85.3207
526,δέκα,ten,L,25,85.3388
527,δένδρον,a tree,L,25,85.3570
528,κελεύω,to urge,L,25,85.3752
529,λευκός,"light, bright, clear",L,25,85.3934
530,μήποτε,"never, on no account",F,25,85.4115
531,μανθάνω,to learn,L,25,85.4297
532,νεφέλη,a cloud,L,25,85.4479
533,οὗ,"him, her (οὗ οἷ ἕ)",L,25,85.4661
534,πάρειμι,be present,L,25,85.4842
535,πορνεία,"fornication, prostitution",L,25,85.5024
536,σός,your,L,25,85.5206
537,φιλέω,"to love, regard with affection",L,25,85.5388
538,ἀδελφή,a sister,L,25,85.5569
539,ἀδικία,injustice,L,25,85.5751
