rank,lemma,gloss,kind,ref_count,ref_coverage
2344,μενοῦνγε,,F,3,96.6762
2345,μεσουράνημα,,L,3,96.6784
2346,μετάθεσις,,L,3,96.6806
2347,μισθαποδοσία,,L,3,96.6828
2348,μισθωτός,hired,L,3,96.6849
2349,μνημόσυνον,"a remembrance, memorial, record",L,3,96.6871
2350,μνηστεύομαι,,L,3,96.6893
2351,μοιχός,"an adulterer, paramour, debaucher",L,3,96.6915
2352,μολύνω,"to stain, sully, defile",L,3,96.6937
2353,μορφή,"form, shape",L,3,96.6958
2354,μόδιος,,L,3,96.6980
2355,μόχθος,"toil, hard work hardship, distress, trouble",L,3,96.7002
2356,μύριοι,ten thousand,L,3,96.7024
2357,μῆκος,length,L,3,96.7046
2358,ναύτης,"a sailor, seaman; a fellow sailor",L,3,96.7067
2359,νεκρόω,to make dead,L,3,96.7089
2360,νηφάλιος,,L,3,96.7111
2361,νομοδιδάσκαλος,,L,3,96.7133
2362,νοσφίζομαι,,L,3,96.7155
2363,νουθεσία,,L,3,96.7177
2364,νυμφών,the bridechamber,L,3,96.7198
2365,ξυράομαι,,L,3,96.7220
2366,οἰκεῖος,in or of the house,L,3,96.7242
2367,οἰκτίρμων,,L,3,96.7264
2368,οἶμαι,,L,3,96.7286
2369,πάθος,"anything that befalls one, an incident, accident",L,3,96.7307
2370,πάντοθεν,"from all quarters, from every side",L,3,96.7329
2371,πέδη,a fetter,L,3,96.7351
2372,παιδαγωγός,a boy-ward;,L,3,96.7373
2373,πανοπλία,suit of armour of a ὁπλίτης,L,3,96.7395
2374,παράδεισος,a park,L,3,96.7416
2375,παραβαίνω,"(go beside) overstep, transgress, violate",L,3,96.7438
2376,παραθήκη,,L,3,96.7460
2377,παρακοή,,L,3,96.7482
2378,παρακούω,to hear beside,L,3,96.7504
2379,παρεκτός,besides,F,3,96.7525
2380,παρεπίδημος,,L,3,96.7547
2381,πατριά,"lineage, pedigree, by the father's side",L,3,96.7569
2382,πατρῷος,of or belonging to the father,L,3,96.7591
2383,πεντηκοστή,,L,3,96.7613
2384,περιέρχομαι,"to go round, go about",L,3,96.7635
2385,περικαλύπτω,to cover all round,L,3,96.7656
2386,περιπίπτω,"to fall around, so as to embrace",L,3,96.7678
2387,περιποιέομαι,,L,3,96.7700
2388,περιφέρω,to carry round,L,3,96.7722
2389,πλάξ,,L,3,96.7744
2390,πλέκω,"to plait, twine, twist, weave, braid",L,3,96.7765
2391,πλατύνω,"to widen, make wide",L,3,96.7787
2392,πλατύς,"wide, broad",L,3,96.7809
2393,πλουτίζω,"to make wealthy, enrich",L,3,96.7831
2394,πλοῦς,,L,3,96.7853
2395,πλύνω,,L,3,96.7874
2396,πνίγω,"to choke, throttle, strangle",L,3,96.7896
2397,πνικτός,,L,3,96.7918
2398,πολυτελής,"very expensive, very costly",L,3,96.7940
2399,πολύτιμος,very costly,L,3,96.7962
2400,πορθέω,"to destroy, ravage, waste, plunder",L,3,96.7983
2401,ποσάκις,how many times? how often?,L,3,96.8005
2402,πρεσβυτέριον,,L,3,96.8027
2403,πρεσβύτης,old man,L,3,96.8049
2404,προδότης,"a betrayer, traitor",L,3,96.8071
2405,προκοπή,,L,3,96.8093
2406,προλαμβάνω,"to take or seize beforehand, prefer, anticipate",L,3,96.8114
2407,προνοέω,"to perceive before, foresee",L,3,96.8136
2408,προσαγωγή,,L,3,96.8158
2409,προστρέχω,to run to,L,3,96.8180
2410,προτίθεμαι,,L,3,96.8202
2411,προχειρίζομαι,,L,3,96.8223
2412,πρόδηλος,clear,L,3,96.8245
2413,πρόθυμος,"ready, willing, eager, zealous",L,3,96.8267
2414,πρύμνα,"the hindmost part of a ship, the stern, poop",L,3,96.8289
2415,πτωχεία,"beggary, mendacity",L,3,96.8311
2416,πτύω,to spit out,L,3,96.8332
2417,πόρρω,,L,3,96.8354
2418,πόσις,"a husband, spouse, mate",L,3,96.8376
2419,πύρωσις,,L,3,96.8398
2420,πώρωσις,,L,3,96.8420
2421,σής,a moth,L,3,96.8441
2422,σαρόω,to sweep clean,L,3,96.8463
2423,σεμνότης,,L,3,96.8485
2424,σιτευτός,"fed up, fatted",L,3,96.8507
2425,σκάπτω,"to dig, delve",L,3,96.8529
2426,σκάφη,,L,3,96.8551
2427,σκέλος,the leg,L,3,96.8572
2428,σκήνωμα,quarters,L,3,96.8594
2429,σκιρτάω,"to spring, leap, bound",L,3,96.8616
2430,σκληροκαρδία,hardness of heart,L,3,96.8638
2431,σκοτεινός,dark,L,3,96.8660
2432,σκοτόομαι,,L,3,96.8681
2433,σπαράσσω,"to tear, rend in pieces, mangle",L,3,96.8703
2434,σποδός,"wood-ashes, embers",L,3,96.8725
2435,σπουδαῖος,"earnest, serious",L,3,96.8747
2436,σπόγγος,a sponge,L,3,96.8769
2437,σπόριμος,"sown, to be sown, fit for sowing",L,3,96.8790
2438,στέγη,a roof; a chamber,L,3,96.8812
2439,σταφυλή,a bunch of grapes,L,3,96.8834
2440,στενοχωρέομαι,,L,3,96.8856
2441,στενός,"narrow, strait",L,3,96.8878
2442,στερεόω,,L,3,96.8899
2443,στεφανόω,"to wreathe, to crown",L,3,96.8921
2444,στοά,"a roofed colonnade, piazza, cloister",L,3,96.8943
2445,συγγένεια,sameness of descent,L,3,96.8965
2446,συγκοινωνέω,,L,3,96.8987
2447,συγκρίνω,,L,3,96.9009
2448,συζάω,,L,3,96.9030
2449,συμμαρτυρέω,to bear witness with,L,3,96.9052
2450,συμπληρόω,to help to fill,L,3,96.9074
2451,συνήθεια,"habitual intercourse, acquaintance, society, intimacy",L,3,96.9096
2452,συναίρω,to take up together,L,3,96.9118
2453,συναιχμάλωτος,,L,3,96.9139
2454,συνακολουθέω,"to follow closely, to accompany",L,3,96.9161
2455,συναναμίγνυμι,,L,3,96.9183
2456,συναποθνῄσκω,to die together with,L,3,96.9205
2457,συνεγείρω,to help in raising,L,3,96.9227
2458,συντάσσω,to put in order together,L,3,96.9248
2459,συντίθεμαι,,L,3,96.9270
2460,συντηρέω,to preserve together,L,3,96.9292
2461,συντρέχω,"to run together so as to meet, to encounter",L,3,96.9314
2462,σφαγή,"slaughter, butchery",L,3,96.9336
2463,σχεδόν,"close, near, hard by, nigh",L,3,96.9357
2464,σωφροσύνη,"soundness of mind, moderation, discretion",L,3,96.9379
2465,σύνειμι,"be with (incl. be wife of, study with)",L,3,96.9401
2466,τέχνη,"art, skill, craft in work, cunning of hand",L,3,96.9423
2467,τήρησις,,L,3,96.9445
2468,τίλλω,to pluck,L,3,96.9467
2469,τελώνιον,a custom-house,L,3,96.9488
2470,τετράπους,,L,3,96.9510
2471,τετρααρχέω,,L,3,96.9532
2472,τοίνυν,"therefore, accordingly",F,3,96.9554
2473,τοὐναντίον,,L,3,96.9576
2474,τράγος,a he-goat,L,3,96.9597
2475,τρέμω,to tremble,L,3,96.9619
2476,τρίβος,"a worn or beaten track, path, attrition, delay, exercise",L,3,96.9641
2477,τρυγάω,,L,3,96.9663
2478,τυφλόω,"to blind, make blind",L,3,96.9685
2479,τυφόομαι,,L,3,96.9706
2480,φάσκω,"to say, affirm, assert",L,3,96.9728
2481,φέγγος,"light, splendour, lustre",L,3,96.9750
2482,φανερῶς,,L,3,96.9772
2483,φθέγγομαι,to utter a sound,L,3,96.9794
2484,φιλοτιμέομαι,to be ambitious,L,3,96.9815
2485,φιλόξενος,"loving strangers, hospitable",L,3,96.9837
2486,φοβερός,fearful,L,3,96.9859
2487,φράσσω,"to fence in, hedge round",L,3,96.9881
2488,φυσικός,"natural, native",L,3,96.9903
2489,φύλαξ,"a watcher, guard, sentinel",L,3,96.9925
2490,φύω,"to bring forth, produce, put forth",L,3,96.9946
2491,χρῖσμα,,L,3,96.9968
2492,ψευδής,"lying, false",L,3,96.9990
2493,ψῆφος,"a small stone, a pebble; vote",L,3,97.0012
2494,ψῦχος,cold,L,3,97.0034
2495,ἀγγαρεύω,"press one to serve as an ἄγγαρος, generally, press into service",L,3,97.0055
2496,ἀδίκημα,"a wrong done, a wrong",L,3,97.0077
2497,ἀδημονέω,to be sorely troubled,L,3,97.0099
2498,ἀθανασία,immortality,L,3,97.0121
2499,ἀκέραιος,unmixed; unharmed,L,3,97.0143
2500,ἀκυρόω,,L,3,97.0164
2501,ἀλοάω,,L,3,97.0186
2502,ἀλώπηξ,a fox,L,3,97.0208
2503,ἀμφιέννυμι,to put round,L,3,97.0230
2504,ἀνάγνωσις,recognition,L,3,97.0252
2505,ἀνέρχομαι,to go up,L,3,97.0273
2506,ἀνήκω,to have come up to,L,3,97.0295
2507,ἀναζητέω,"to examine into, investigate",L,3,97.0317
2508,ἀναστατόω,,L,3,97.0339
2509,ἀνατρέφω,"to feed up, nurse up, educate",L,3,97.0361
2510,ἀνεπίλημπτος,,L,3,97.0383
2511,ἀνθρωποκτόνος,,L,3,97.0404
2512,ἀνορθόω,"to set up again, restore, rebuild",L,3,97.0426
2513,ἀντιλαμβάνομαι,,L,3,97.0448
2514,ἀπάντησις,escort,L,3,97.0470
2515,ἀπαίρω,"to lift off, carry off, take away, to remove from",L,3,97.0492
2516,ἀπαλλάσσω,"to set free, release, deliver",L,3,97.0513
2517,ἀπαλλοτριόομαι,,L,3,97.0535
2518,ἀπατάω,"to cheat, trick, outwit, beguile",L,3,97.0557
2519,ἀπειλή,"boasts, threats",L,3,97.0579
2520,ἀποβάλλω,to throw off,L,3,97.0601
2521,ἀποκαταλλάσσω,,L,3,97.0622
2522,ἀποστάσιον,,L,3,97.0644
2523,ἀποσυνάγωγος,,L,3,97.0666
2524,ἀποφεύγω,"to flee from, escape",L,3,97.0688
2525,ἀποφθέγγομαι,,L,3,97.0710
2526,ἀποχωρέω,to go from,L,3,97.0731
2527,ἀπρόσκοπος,,L,3,97.0753
2528,ἀπόκρυφος,"hidden, concealed",L,3,97.0775
2529,ἀργυροῦς,,L,3,97.0797
2530,ἀριθμέω,"to number, count",L,3,97.0819
2531,ἀριστάω,to take breakfast,L,3,97.0841
2532,ἀρκετός,sufficient,L,3,97.0862
2533,ἀροτριάω,,L,3,97.0884
2534,ἀρραβών,,L,3,97.0906
2535,ἀρτύω,"to arrange, devise, prepare",L,3,97.0928
2536,ἀρχιτρίκλινος,,L,3,97.0950
2537,ἀστοχέω,,L,3,97.0971
2538,ἀσφάλεια,security against stumbling,L,3,97.0993
2539,ἀσφαλῶς,,L,3,97.1015
2540,ἀσωτία,"prodigality, wastefulness",L,3,97.1037
2541,ἀχειροποίητος,not wrought by hands,L,3,97.1059
2542,ἁγιωσύνη,"holiness, sanctity",L,3,97.1080
2543,ἁρπαγή,"seizure, rapine, robbery, rape",L,3,97.1102
2544,ἄγριος,"(living in the fields) wild, savage, harsh",L,3,97.1124
2545,ἄλαλος,speechless,L,3,97.1146
2546,ἄλογος,without,L,3,97.1168
2547,ἄνευ,without,F,3,97.1189
2548,ἄριστον,"the morning meal, breakfast",L,3,97.1211
2549,ἄσβεστος,"unquenchable, inextinguishable",L,3,97.1233
2550,ἄφνω,"unawares, of a sudden",L,3,97.1255
2551,ἅλλομαι,"to spring, leap, bound",L,3,97.1277
2552,ἆρα,particle introducing a question,F,3,97.1299
2553,Ἀβιά,,L,3,97.1320
2554,Ἀμιναδάβ,,L,3,97.1342
2555,Ἀμώς,,L,3,97.1364
2556,Ἄλφα,,L,3,97.1386
2557,ἐγγράφω,to mark in,L,3,97.1408
2558,ἐκδημέω,"to be abroad, to be on one's travels",L,3,97.1429
2559,ἐκκλάω,break off,L,3,97.1451
2560,ἐκκλίνω,to bend out of the regular line,L,3,97.1473
2561,ἐκπλέω,"to sail out, sail away, weigh anchor",L,3,97.1495
2562,ἐκπνέω,to breathe out,L,3,97.1517
2563,ἐκψύχω,,L,3,97.1538
2564,ἐλαττόω,,L,3,97.1560
2565,ἐνέχω,to hold within,L,3,97.1582
2566,ἐνδημέω,to live in,L,3,97.1604
2567,ἐνεργής,productive,L,3,97.1626
2568,ἐντυλίσσω,to wrap up,L,3,97.1647
2569,ἐξακολουθέω,,L,3,97.1669
2570,ἐξανίστημι,to raise up: to make one rise,L,3,97.1691
2571,ἐξετάζω,to examine well,L,3,97.1713
2572,ἐξώτερος,"outer, utter",L,3,97.1735
2573,ἐπάγω,to bring on,L,3,97.1757
2574,ἐπάν,,F,3,97.1778
2575,ἐπίτροπος,"one to whom a charge is entrusted, a trustee, administrator",L,3,97.1800
2576,ἐπανάγω,"to bring up: to stir up, excite",L,3,97.1822
2577,ἐπαρκέω,"to ward off; to be sufficient, to prevail; to supply",L,3,97.1844
2578,ἐπιβαρέω,,L,3,97.1866
2579,ἐπιβιβάζω,to put,L,3,97.1887
2580,ἐπιβλέπω,"to look upon, look attentively",L,3,97.1909
2581,ἐπιμελέομαι,"to take care of, have charge of, have the management of",L,3,97.1931
2582,ἐπιστηρίζω,,L,3,97.1953
2583,ἐπιχειρέω,"to attempt, attack, put one’s hand to",L,3,97.1975
2584,ἐρήμωσις,making desolate,L,3,97.1996
2585,ἐχθές,,L,3,97.2018
2586,ἑδραῖος,"sitting, sedentary",L,3,97.2040
2587,ἑκατονταπλασίων,,L,3,97.2062
2588,ἑκατόνταρχος,,L,3,97.2084
2589,ἑνδέκατος,the eleventh,L,3,97.2106
2590,ἑρμηνεύω,to interpret,L,3,97.2127
2591,ἑσπέρα,"evening, eventide, eve",L,3,97.2149
2592,ἑταῖρος,"a comrade, companion, mate",L,3,97.2171
2593,ἑτοίμως,,L,3,97.2193
2594,ἔνταλμα,,L,3,97.2215
2595,ἔντρομος,,L,3,97.2236
2596,ἔξοδος,a going out; an exit,L,3,97.2258
2597,ἕλκος,a wound,L,3,97.2280
2598,Ἐλιακίμ,,L,3,97.2302
2599,Ἐπαφρᾶς,,L,3,97.2324
2600,Ἑβραΐς,,L,3,97.2345
2601,Ἑλληνιστής,,L,3,97.2367
2602,Ἑνώχ,,L,3,97.2389
2603,Ἑσρώμ,,L,3,97.2411
2604,Ἔραστος,,L,3,97.2433
2605,ἡδέως,,L,3,97.2454
2606,ἡλίκος,as big as,F,3,97.2476
2607,ἡττάομαι,,L,3,97.2498
2608,Ἠσαῦ,,L,3,97.2520
2609,Ἡρῳδιανοί,,L,3,97.2542
2610,ἰσότης,equality,L,3,97.2564
2611,ἰός,an arrow,L,3,97.2585
2612,ἱερωσύνη,,L,3,97.2607
2613,ἴαμα,,L,3,97.2629
2614,ἴασις,"healing, a mode of healing, cure, remedy",L,3,97.2651
2615,ἴχνος,"a track, footstep",L,3,97.2673
2616,Ἰερεμίας,,L,3,97.2694
2617,Ἰοῦστος,,L,3,97.2716
2618,Ἰσκαριώθ,,L,3,97.2738
2619,Ἰωσῆς,,L,3,97.2760
2620,ὀκνηρός,"shrinking, hesitating, backward, unready, timid",L,3,97.2782
2621,ὀρέγομαι,,L,3,97.2803
2622,ὀρύσσω,to dig,L,3,97.2825
2623,ὀφειλή,a debt,L,3,97.2847
2624,ὁλοκαύτωμα,"a whole burnt-offering, holocaust",L,3,97.2869
2625,ὁσάκις,"as many times as, as often as",F,3,97.2891
2626,ὄρνεον,a bird,L,3,97.2912
2627,ὄφελος,"furtherance, advantage, help",L,3,97.2934
2628,ὄψις,"look, appearance, aspect",L,3,97.2956
2629,ὅμως,"all the same, nevertheless",L,3,97.2978
2630,ὑάλινος,,L,3,97.3000
2631,ὑδρία,,L,3,97.3022
2632,ὑπάντησις,coming to meet,L,3,97.3043
2633,ὑπήκοος,"giving ear, listening to",L,3,97.3065
2634,ὑπεράνω,,F,3,97.3087
2635,ὑπεραίρομαι,,L,3,97.3109
2636,ὑπερεκπερισσοῦ,,L,3,97.3131
2637,ὑπηρετέω,"to do service on board ship, to do rower's service",L,3,97.3152
2638,ὑποδέομαι,,L,3,97.3174
2639,ὑπονοέω,"to think secretly, suspect",L,3,97.3196
2640,ὑποφέρω,to carry away under,L,3,97.3218
2641,ὑπόμνησις,a reminding,L,3,97.3240
2642,ὕβρις,"wantonness, wanton violence",L,3,97.3261
2643,ὕστερον,the afterbirth,L,3,97.3283
2644,ὠδίνω,to have the pains,L,3,97.3305
2645,ὠτίον,"(little) ear, little handle",L,3,97.3327
2646,Ὦ,O! oh!,L,3,97.3349
2647,ῥάπισμα,"a stroke, a slap on the face",L,3,97.3370
2648,ῥύσις,"a flowing, flow",L,3,97.3392
2649,Αἰθίοψ,,L,2,97.3407
2650,Αἰνέας,,L,2,97.3421
2651,Βέροια,,L,2,97.3436
2652,Βαρσαββᾶς,,L,2,97.3450
2653,Βηθσαϊδάν,,L,2,97.3465
2654,Βιθυνία,,L,2,97.3480
2655,Βόες,,L,2,97.3494
2656,Γαβριήλ,,L,2,97.3509
2657,Γαλατικός,,L,2,97.3523
2658,Γαμαλιήλ,,L,2,97.3538
2659,Γεθσημανί,,L,2,97.3552
2660,Διάβολος,"slanderous, backbiting",L,2,97.3567
2661,Δορκάς,a kind of deer,L,2,97.3581
2662,Εὐφράτης,,L,2,97.3596
2663,Εὕα,,L,2,97.3610
2664,Ζεύς,,L,2,97.3625
2665,Θαδδαῖος,,L,2,97.3639
2666,Θεόφιλος,,L,2,97.3654
2667,Καναναῖος,,L,2,97.3669
2668,Καππαδοκία,,L,2,97.3683
2669,Καϊνάμ,,L,2,97.3698
2670,Κεγχρεαί,,L,2,97.3712
2671,Κορίνθιος,,L,2,97.3727
2672,Κρής,,L,2,97.3741
2673,Κρίσπος,,L,2,97.3756
2674,Λούκιος,,L,2,97.3770
2675,Λυδία,,L,2,97.3785
2676,Λυσίας,,L,2,97.3799
2677,Μαθθάτ,,L,2,97.3814
2678,Μαθθίας,,L,2,97.3828
2679,Ματθάν,,L,2,97.3843
2680,Ματταθίας,,L,2,97.3858
2681,Μελχί,,L,2,97.3872
2682,Μεσοποταμία,,L,2,97.3887
2683,Μεσσίας,,L,2,97.3901
2684,Μιχαήλ,,L,2,97.3916
2685,Μυσία,,L,2,97.3930
2686,Ναζαρά,,L,2,97.3945
2687,Νικολαΐτης,,L,2,97.3959
2688,Πάγος,"rock; frost, solid",L,2,97.3974
2689,Πάφος,,L,2,97.3988
2690,Πέργαμος,,L,2,97.4003
2691,Πισιδία,,L,2,97.4017
2692,Πόντος,the sea,L,2,97.4032
2693,Πόπλιος,,L,2,97.4047
2694,Σαβαώθ,,L,2,97.4061
2695,Σαδώκ,,L,2,97.4076
2696,Σαλά,,L,2,97.4090
2697,Σαλήμ,,L,2,97.4105
2698,Σαλμών,,L,2,97.4119
2699,Σαλώμη,,L,2,97.4134
2700,Σαμαρῖτις,,L,2,97.4148
2701,Σιδώνιος,,L,2,97.4163
2702,Σμύρνα,myrrh,L,2,97.4177
2703,Σπανία,,L,2,97.4192
2704,Συχέμ,,L,2,97.4206
2705,Σωσθένης,,L,2,97.4221
2706,Τέρτυλλος,,L,2,97.4236
2707,Ταβιθά,,L,2,97.4250
2708,Ταρσεύς,,L,2,97.4265
2709,Φιλαδέλφεια,,L,2,97.4279
2710,Χανάαν,,L,2,97.4294
2711,Χαρράν,,L,2,97.4308
2712,Χοραζίν,,L,2,97.4323
2713,αἰσχροκερδής,sordidly greedy of gain,L,2,97.4337
2714,αἰφνίδιος,"unforeseen, sudden",L,2,97.4352
2715,αἶνος,,L,2,97.4366
2716,αὐθάδης,"self-willed, wilful, dogged, stubborn, contumacious, presumptuous",L,2,97.4381
2717,αὐθαίρετος,,L,2,97.4396
2718,αὐλίζομαι,"to lie in the court-yard, to live, to camp",L,2,97.4410
2719,αὐλητής,a flute-player,L,2,97.4425
2720,αὐστηρός,,L,2,97.4439
2721,αὐτάρκεια,,L,2,97.4454
2722,αὐτόματος,"acting of one's own will, of oneself",L,2,97.4468
2723,αὔξησις,,L,2,97.4483
2724,αὔξω,,L,2,97.4497
2725,βαρέως,,L,2,97.4512
2726,βδελύσσομαι,,L,2,97.4526
2727,βεβαίωσις,confirmation,L,2,97.4541
2728,βεβηλόω,,L,2,97.4555
2729,βιάζω,to constrain,L,2,97.4570
2730,βλάπτω,"to disable, hinder (Hom.); to harm, damage",L,2,97.4585
2731,βοήθεια,"help, aid, rescue, support",L,2,97.4599
2732,βολίζω,,L,2,97.4614
2733,βορρᾶς,,L,2,97.4628
2734,βουλευτής,"a councillor, senator",L,2,97.4643
2735,βουνός,,L,2,97.4657
2736,βραβεῖον,,L,2,97.4672
2737,βραδύνω,,L,2,97.4686
2738,βραχύ,,L,2,97.4701
2739,βροχή,,L,2,97.4715
2740,βυθίζω,,L,2,97.4730
2741,γελάω,to laugh,L,2,97.4744
2742,γενέσια,,L,2,97.4759
2743,γενεαλογία,,L,2,97.4774
2744,γεννητός,begotten,L,2,97.4788
2745,γηράσκω,"to grow old, become old",L,2,97.4803
2746,γλωσσόκομον,,L,2,97.4817
2747,δίδραχμον,,L,2,97.4832
2748,δίψυχος,,L,2,97.4846
2749,δειγματίζω,,L,2,97.4861
2750,δεινῶς,,L,2,97.4875
2751,δεκαοκτώ,,L,2,97.4890
2752,δεκατόω,,L,2,97.4904
2753,δερμάτινος,"of skin, leathern",L,2,97.4919
2754,δεσμώτης,"a prisoner, captive",L,2,97.4933
2755,διάγω,to carry over,L,2,97.4948
2756,διαβεβαιόομαι,,L,2,97.4963
2757,διαγινώσκω,,L,2,97.4977
2758,διαγογγύζω,,L,2,97.4992
2759,διαιρέω,"to take one from another, to cleave in twain, to divide into parts",L,2,97.5006
2760,διαλαλέω,,L,2,97.5021
2761,διαπονέομαι,,L,2,97.5035
2762,διαπρίομαι,,L,2,97.5050
2763,διασαφέω,,L,2,97.5064
2764,διασπάω,"to tear asunder, part forcibly",L,2,97.5079
2765,διαταγή,,L,2,97.5093
2766,διατηρέω,,L,2,97.5108
2767,διαχειρίζομαι,,L,2,97.5122
2768,διδακτικός,,L,2,97.5137
2769,διετία,,L,2,97.5152
2770,δικαίωσις,,L,2,97.5166
2771,δικαστής,a judge,L,2,97.5181
2772,διοδεύω,,L,2,97.5195
2773,διστάζω,,L,2,97.5210
2774,διχοστασία,,L,2,97.5224
2775,διχοτομέω,,L,2,97.5239
2776,διϊσχυρίζομαι,"lean upon, rely on",L,2,97.5253
2777,διόπερ,,F,2,97.5268
2778,δοκίμιον,,L,2,97.5282
2779,δοχή,,L,2,97.5297
2780,δυναμόω,,L,2,97.5312
2781,δόσις,a giving,L,2,97.5326
2782,δύνω,,L,2,97.5341
2783,δώρημα,,L,2,97.5355
2784,εἰλικρινής,"unmixed, without alloy, pure",L,2,97.5370
2785,εἰρηνικός,,L,2,97.5384
2786,εἵνεκεν,,F,2,97.5399
2787,εὐεργεσία,well-doing,L,2,97.5413
2788,εὐθυδρομέω,,L,2,97.5428
2789,εὐθύνω,,L,2,97.5442
2790,εὐκαίρως,,L,2,97.5457
2791,εὐκαιρία,,L,2,97.5471
2792,εὐλάβεια,"discretion, caution, circumspection",L,2,97.5486
2793,εὐνουχίζω,,L,2,97.5501
2794,εὐσεβέω,"to live or act piously, religiously",L,2,97.5515
2795,εὐσεβῶς,,L,2,97.5530
2796,εὐτόνως,,L,2,97.5544
2797,εὐφροσύνη,,L,2,97.5559
2798,εὔκαιρος,"well-timed, in season, seasonable",L,2,97.5573
2799,εὔσπλαγχνος,,L,2,97.5588
2800,ζέω,"to boil, seethe",L,2,97.5602
2801,ζεῦγος,"a yoke of beasts, a pair of mules, oxen",L,2,97.5617
2802,ζωγρέω,"to take alive, revive",L,2,97.5631
2803,θάλπω,,L,2,97.5646
2804,θαῦμα,"whatever one regards with wonder, a wonder, marvel",L,2,97.5660
2805,θεριστής,,L,2,97.5675
2806,θριαμβεύω,,L,2,97.5690
2807,θυγάτριον,,L,2,97.5704
2808,θυρίς,,L,2,97.5719
2809,κάμνω,"to work, toil, be sick",L,2,97.5733
2810,καίτοι,"and indeed, and further; and yet",F,2,97.5748
2811,καθήκω,"to have come; to suit, to belong to, be one’s duty",L,2,97.5762
2812,καθηγητής,,L,2,97.5777
2813,καινότης,"newness, freshness",L,2,97.5791
2814,κακουχέομαι,,L,2,97.5806
2815,καμμύω,,L,2,97.5820
2816,καρδιογνώστης,,L,2,97.5835
2817,κατάκρισις,,L,2,97.5849
2818,κατάσχεσις,,L,2,97.5864
2819,καταβάλλω,"to throw down, overthrow",L,2,97.5879
2820,καταδουλόω,"to reduce to slavery, enslave",L,2,97.5893
2821,καταδυναστεύω,,L,2,97.5908
2822,κατακλάω,,L,2,97.5922
2823,κατακλείω,"to shut in, enclose",L,2,97.5937
2824,κατακολουθέω,,L,2,97.5951
2825,καταλαλιά,,L,2,97.5966
2826,καταπονέω,,L,2,97.5980
2827,καταποντίζομαι,,L,2,97.5995
2828,κατασκάπτω,"to dig down, destroy utterly, rase to the ground, overthrow",L,2,97.6009
2829,κατασκήνωσις,,L,2,97.6024
2830,καταστέλλω,,L,2,97.6039
2831,καταστρέφω,"to turn down, trample on",L,2,97.6053
2832,καταστροφή,an overturning,L,2,97.6068
2833,κατατίθημι,"to place, put",L,2,97.6082
2834,καταφεύγω,to flee for refuge,L,2,97.6097
2835,καταχέω,"to pour down upon, pour over",L,2,97.6111
2836,καταχράομαι,"to make full use of, apply; to finish off, execute",L,2,97.6126
2837,κατεξουσιάζω,,L,2,97.6140
2838,κατοικητήριον,,L,2,97.6155
2839,καυσόομαι,,L,2,97.6169
2840,καῦμα,burning heat,L,2,97.6184
2841,κενοφωνία,,L,2,97.6198
2842,κεράμιον,"an earthenware vessel, a jar",L,2,97.6213
2843,κεραία,any thing projecting like a horn; a yard-arm,L,2,97.6228
2844,κεφάλαιον,,L,2,97.6242
2845,κιθαρίζω,to play the cithara,L,2,97.6257
2846,κιθαρῳδός,"one who plays and sings to the cithara, a harper",L,2,97.6271
2847,κλάσις,,L,2,97.6286
2848,κλίβανος,,L,2,97.6300
2849,κλινίδιον,,L,2,97.6315
2850,κλοπή,theft,L,2,97.6329
2851,κλύδων,,L,2,97.6344
2852,κοδράντης,,L,2,97.6358
2853,κολάζω,"to curtail, dock, prune",L,2,97.6373
2854,κομάω,to let the hair grow long; give oneself airs,L,2,97.6387
2855,κονιάω,to plaster,L,2,97.6402
2856,κορέννυμι,"to sate, satiate, satisfy",L,2,97.6417
2857,κοσμικός,,L,2,97.6431
2858,κρέας,"flesh, meat, a piece of meat",L,2,97.6446
2859,κρίθινος,made of or from barley,L,2,97.6460
2860,κρίνον,a lily,L,2,97.6475
2861,κρυφαῖος,,L,2,97.6489
2862,κρύσταλλος,,L,2,97.6504
2863,κυβερνήτης,"a steersman, helmsman, pilot",L,2,97.6518
2864,κυρία,"authority; in Rome, comitia",L,2,97.6533
2865,κυριακός,,L,2,97.6547
2866,κυρόω,"to make valid, confirm, ratify, determine",L,2,97.6562
2867,κόλασις,"chastisement, correction, punishment",L,2,97.6576
2868,κόσμιος,"well-ordered, regular, moderate",L,2,97.6591
2869,λέντιον,,L,2,97.6606
2870,λίβανος,,L,2,97.6620
2871,λίνον,,L,2,97.6635
2872,λίτρα,,L,2,97.6649
2873,λατομέω,,L,2,97.6664
2874,λεμά,,L,2,97.6678
2875,λευκαίνω,,L,2,97.6693
2876,λιβανωτός,"frankincense, the gum of the tree",L,2,97.6707
2877,λικμάω,,L,2,97.6722
2878,λιμήν,"a harbour, haven, creek",L,2,97.6736
2879,λοίδορος,,L,2,97.6751
2880,λογεία,,L,2,97.6765
2881,λογικός,,L,2,97.6780
2882,λογισμός,"a counting, reckoning, calculation, computation",L,2,97.6795
2883,λοιμός,"a plague, pestilence",L,2,97.6809
2884,λουτρόν,,L,2,97.6824
2885,λύτρον,a price paid,L,2,97.6838
2886,μάτην,"in vain, idly, fruitlessly",L,2,97.6853
2887,μέθυσος,,L,2,97.6867
2888,μέμφομαι,"to blame, censure, find fault with",L,2,97.6882
2889,μήπω,not yet,L,2,97.6896
2890,μήτρα,,L,2,97.6911
