rank,lemma,gloss,kind,ref_count,ref_coverage
285,ἀποδίδωμι,"to give back, give what is due; (mid.) sell",L,198,74.61
286,ἀνίστημι,"to make to stand up, raise up",L,198,74.65
287,βασιλεία,"a kingdom, dominion",L,197,74.69
288,πολίτης,(fellow) citizen,L,196,74.74
289,νύξ,the night,,194,74.78
290,ἐκεῖ,"there, in that place",,193,74.82
291,μάρτυς,a witness,,191,74.86
292,κίνδυνος,"a danger, risk, hazard, venture, enterprise",,190,74.9
293,ἐφίστημι,"to set on, over; set in charge of",L,189,74.94
294,ἀπέρχομαι,"to go away, depart from",L,188,74.98
295,μανθάνω,to learn,L,188,75.02
296,ἐσθίω,to eat,L,188,75.06
297,ἁμαρτία,"a failure, fault, sin",,187,75.1
298,διδάσκω,to teach,L,186,75.14
299,πειράω,"to attempt, endeavour, try",L,185,75.18
300,βάρβαρος,barbarous,,185,75.22
301,δοῦλος,slave,L,185,75.26
302,ἔρως,love,,185,75.3
303,χωρίον,"a particular place, a place, spot, district",,184,75.34
304,ἔπειτα,"then, next",,183,75.38
305,ὑπάρχω,to begin; to exist,L,182,75.41
306,κοινός,"common, shared in common",L,182,75.45
307,μάλα,"very, very much, exceedingly",,181,75.49
308,νεκρός,"a dead body, corpse",,180,75.53
309,τιμάω,to honor; to value something at a price (gen.),L,180,75.57
310,ἀγαπάω,"to treat with affection, to caress, love, be fond of",L,180,75.61
311,πρίν,before; (after negated main clause) until,,179,75.65
312,ῥᾴδιος,"easy, ready, easy to make",,179,75.68
313,ἐάω,"to let, suffer, allow, permit",L,179,75.72
314,λοιπός,"remaining, the rest",,179,75.76
315,βασίλεια,"a queen, princess",L,179,75.8
316,καθώς,how,,179,75.84
317,δείκνυμι,to show,L,178,75.87
318,ἐρωτάω,to ask,L,178,75.91
319,ἐχθρός,"hated, hateful; enemy",,176,75.95
320,νέος,"young, youthful",,175,75.99
321,προσήκω,"to have come; to belong to, to fit",L,175,76.02
322,μέρος,"a part, share",,174,76.06
323,τριάκοντα,thirty,,174,76.1
324,πρέσβυς,an old man; pl. ambassadors,L,173,76.14
325,βλέπω,"to see, have the power of sight",L,173,76.17
326,ἐργάζομαι,"to work, labour",L,172,76.21
327,τελευτάω,"to complete, finish, accomplish; pple. finally, in the end",L,172,76.25
328,ἐπιθυμέω,to set one's heart upon,L,171,76.28
329,οἶκος,"a house, abode, dwelling",L,170,76.32
330,ἄρχων,"a ruler, commander, chief, captain",,170,76.35
331,ἀναγκάζω,"to force, compel",L,169,76.39
332,γνώμη,"a means of knowing, a mark, token",L,169,76.43
333,ἀναβαίνω,"to go up, mount, to go up to",L,169,76.46
334,πλοῖον,"a floating vessel, a ship, vessel",L,168,76.5
335,καίτοι,"and indeed, and further; and yet",,168,76.53
336,πονηρός,"toilsome, painful, grievous",L,168,76.57
337,ἐγείρω,"to awaken, wake up, rouse",L,168,76.61
338,οἰκέω,"to inhabit, occupy",L,166,76.64
339,καρδία,the heart,L,165,76.68
340,βάλλω,to throw,L,164,76.71
341,βουλεύω,"to take counsel, deliberate, concert measures",L,163,76.75
342,διαφέρω,"to carry through; be different from, excel",L,163,76.78
343,ἔτος,a year,,163,76.82
344,φωνή,"a sound, tone",L,163,76.85
345,αἰσχρός,"causing shame, abusive",L,162,76.89
346,ἐπιτήδειος,"suitable; useful, necessary; deserving; associate",,162,76.92
347,διέρχομαι,"to go through, pass through",L,162,76.95
348,καιρός,"time; the right moment, opportunity",,161,76.99
349,πολιτεία,"citizenship, citizen body, constitution",L,161,77.02
350,ποῖος,of what nature? of what sort?,F,160,77.06
351,χριστός,to be rubbed on,,160,77.09
352,ὅπλον,"a tool, implement, (pl.) arms, weapons",L,159,77.13
353,ἐμαυτοῦ,"of me, of myself",,159,77.16
354,μήτηρ,a mother,,159,77.19
355,κρατέω,"to be strong, mighty, powerful",L,158,77.23
356,εἰρήνη,"peace, time of peace",,158,77.26
357,κτάομαι,"to procure for oneself, to get, gain, acquire",L,158,77.29
358,μάχομαι,to fight,L,157,77.33
359,καθά,"according as, just as",,157,77.36
360,μέσος,"middle, in the middle",,157,77.39
361,ᾗ,"which way, where, whither, in",,156,77.43
362,δυνατός,"strong, mighty, able",,156,77.46
363,δέχομαι,"to take, accept, receive",L,156,77.49
364,ἄπειμι2,go away,L,156,77.53
365,χαλεπός,"hard to bear, painful; difficult",,155,77.56
366,ὧδε,"in this wise, so, thus",,155,77.59
367,ζάω,to live,L,155,77.63
368,ἡμέτερος,our,,154,77.66
369,ἀντί,"over against, opposite. c. gen.",,154,77.69
370,νικάω,"to conquer, prevail, vanquish",L,154,77.73
371,αἴτιος,"to blame, blameworthy, culpable",L,154,77.76
372,ἔξεστι,"it is allowed, it is in one's power, is possible",,153,77.79
373,ὥρα2,"time, season, climate",,152,77.82
374,ἐπιχειρέω,"to attempt, attack, put one’s hand to",L,152,77.86
375,ἵππος,"a horse, mare",,152,77.89
376,παρακαλέω,to call to,L,152,77.92
377,πότερος,which of the two?,F,152,77.95
378,χραύω,"to scrape, graze, wound slightly",L,151,77.99
379,βοηθέω,"to come to aid, to succour, assist, aid",L,151,78.02
380,σάρξ,flesh,L,151,78.05
381,κινδυνεύω,"to be daring, to make a venture, take the risk, do a daring thing",L,150,78.08
382,ταύτῃ,in this way.,,150,78.11
383,ἀποστέλλω,to send off,L,149,78.15
384,ὥρα,[sacrificial victim],,149,78.18
385,προφήτης,one who speaks for a God and interprets his will,L,149,78.21
386,ποιός,"of a certain nature, kind",F,148,78.24
387,ναί,"yea, verily",F,148,78.27
388,θαυμάζω,"to wonder, marvel, be astonished",L,147,78.3
389,καταλείπω,to leave behind,L,146,78.33
390,ὄρος,"a mountain, hill",,145,78.37
391,προσέρχομαι,to come,L,145,78.4
392,λαός,the people,,145,78.43
393,ἔξω,out,F,144,78.46
394,ἴσως,"equally, in like manner",,144,78.49
395,στρατιά,army,L,143,78.52
396,φυλάσσω,"to keep watch and ward, keep guard",L,142,78.55
397,πιστός2,to be trusted,L,142,78.58
398,ἱερόν,sanctuary,,141,78.61
399,ὅπου,where,F,141,78.64
400,τεῖχος,a wall,L,140,78.67
401,ζωή,a living,,140,78.7
402,διαφθείρω,"to destroy, ruin; to corrupt",L,139,78.73
403,διώκω,to pursue,L,139,78.76
404,ἐντεῦθεν,hence,,138,78.79
405,ἀποδείκνυμι,"display, appoint, demonstrate",L,138,78.82
406,σοφός,"wise, skilled, clever",L,138,78.85
407,κατηγορέω,"to speak against, to accuse",L,137,78.88
408,γεννάω,"to beget, engender",L,137,78.91
409,τολμάω,"to undertake, take heart",L,136,78.93
410,σύμμαχος,"fighting along with, allied with",L,135,78.96
411,πυνθάνομαι,to learn by hearsay,L,135,78.99
412,οἰκεῖος,in or of the house,L,135,79.02
413,ἡδονή,"delight, enjoyment, pleasure",,135,79.05
414,ὕδωρ,water,,135,79.08
415,ἐκκλησία,"an assembly of the citizens regularly summoned, the legislative assembly",,135,79.11
416,μάχη,"battle, fight, combat",,135,79.14
417,πρό,before,,134,79.16
418,κώμη,country town,,134,79.19
419,τόπος,a place,,133,79.22
420,φανερός,"open to sight, visible, manifest, evident",L,132,79.25
421,πλήν,except,,132,79.28
422,καταβαίνω,"to step down, go",L,131,79.31
423,ἐγγύς,"near, nigh, at hand",,130,79.33
424,σωτηρία,"a saving, deliverance, preservation, safety",,130,79.36
425,στρατεύω,"to serve in war, serve as a soldier, do military service, take the field, march",L,130,79.39
426,καθό,"in so far as, according as",,130,79.42
427,ἐπαινέω,"to approve, applaud, commend",L,129,79.44
428,πούς,a foot,L,129,79.47
429,ὀφθαλμός,the eye,,129,79.5
430,τρίτος,the third,L,127,79.53
431,ἥσσων,"less, weaker",,127,79.55
432,ὁπλίτης,"heavy-armed, armed",L,126,79.58
433,αἰτέω,"to ask, beg; postulate",L,126,79.61
434,ἄριστος,best,,126,79.63
435,αἰών,"life, lifetime, time; spinal marrow",L,126,79.66
436,τιμή,that which is paid in token of worth,L,125,79.69
437,πολεμέω,to be at war,L,125,79.71
438,χαίρω,"to rejoice, be glad, be delighted",L,125,79.74
439,παρασκευάζω,"to get ready, prepare",L,124,79.77
440,ἁμαρτάνω,"to miss, miss the mark",L,124,79.79
441,παύω,to make to cease,L,123,79.82
442,ἐξουσία,power,L,123,79.85
443,ἀρχιερεύς,"an arch-priest, chief-priest",,123,79.87
444,συμφέρω,to bring together; impers. to benefit,L,122,79.9
445,ἱππεύς,a horseman,,122,79.92
446,κεφαλή,the head,,122,79.95
447,νόος,"mind, perception",,121,79.98
448,διαβαίνω,"to cross (a river, etc.); to stand with feet apart",L,121,80
449,συμφορά,"an event, circumstance, chance, hap",,121,80.03
450,δείδω,to fear,L,121,80.05
451,κάθημαι,to be seated,L,121,80.08
452,μιμνήσκω,to remind,L,121,80.11
453,βουλή,"will, determination; council, senate",L,121,80.13
454,ἀγάπη,love,L,121,80.16
455,ἀργύριον,"a piece of silver, a silver coin",,120,80.18
456,αἰτία,"a charge, accusation",L,120,80.21
457,τέχνη,"art, skill, craft in work, cunning of hand",L,120,80.23
458,φύλαξ,"a watcher, guard, sentinel",L,119,80.26
459,πέντε,five,,119,80.29
460,ὅμως,"all the same, nevertheless",F,119,80.31
461,ἐκβάλλω,to throw,L,119,80.34
462,κρείσσων,"stronger, mightier, more powerful",,118,80.36
463,ἑκάτερος,"each of two, either, each singly",,118,80.39
464,γένος,"race, stock, family",L,118,80.41
465,ἐφορεύω,to be ephor [JT: cut off?],L,118,80.44
466,οὐκέτι,"no more, no longer, no further",,117,80.46
467,τέκνον,a child,,117,80.49
468,θύω,to sacrifice,L,116,80.51
469,ἰσχυρός,"strong, mighty",,115,80.54
470,τέσσαρες,four,,115,80.56
471,πίνω,to drink,L,115,80.58
472,ἑπτάς,period of seven days,,115,80.61
473,καταλαμβάνω,"to seize upon, lay hold of",L,114,80.63
474,εἴπερ,"strengthd. for εἰ, if indeed",,114,80.66
475,ἀκολουθέω,to follow,L,114,80.68
476,μισθός,"wages, pay, hire",,114,80.71
477,ἐπίσταμαι,to know,L,114,80.73
478,σοφία,skill,L,114,80.76
479,ἀδύνατος,"unable, impossible",L,113,80.78
480,τάσσω,"to arrange, put in order",L,113,80.8
481,ἐλπίς,"hope, expectation",,113,80.83
482,ἐλάσσων,"smaller, less",,113,80.85
483,δῆμος,"people; (originally) a country-district, country, land",L,113,80.88
484,μαρτυρέω,"to be a witness, to bear witness, give evidence, bear testimony",L,113,80.9
485,ἀδικία,injustice,L,113,80.92
486,τιμωρέω,"to help, aid, succour",L,112,80.95
487,δημός,fat,L,112,80.97
488,ἐπιθυμία,"desire, yearning, longing",L,112,81
489,σφόδρα,"very, very much, exceedingly, violently",,112,81.02
490,ὅσιος,"hallowed, sanctioned by the law of God",,112,81.04
491,λανθάνω,"to escape notice, to be unknown, unseen, unnoticed",L,110,81.07
492,μετέχω,"to partake of, enjoy a share of, share in, take part in",L,110,81.09
493,πληρόω,to make full,L,109,81.11
494,φυλακή,a watching,L,109,81.14
495,θύω2,"rage, seethe",L,109,81.16
496,ἄρτος,"bread, loaf of bread",,109,81.18
497,λίθος,a stone,,108,81.21
498,ἕπομαι,follow,L,108,81.23
499,αἷμα,blood,L,108,81.25
500,ἀμήν,"verily, of a truth, so be it",,108,81.28
501,ἀνοίγνυμι,to open,L,107,81.3
502,τρέφω,"to nourish, rear, maintain",L,107,81.32
503,πῦρ,fire,L,107,81.34
504,δοξάζω,"to think, imagine, suppose, fancy, conjecture",L,107,81.37
505,κεῖμαι,to lie; to have been set/put (as perf. pass. of τίθημι),L,106,81.39
506,ἄπειμι,be absent,L,106,81.41
507,ἱερός,"super-human, mighty, divine, wonderful",,106,81.43
508,δεύτερος,second,,106,81.46
509,τέλος,the fulfilment,,105,81.48
510,ἀπαγγέλλω,"to bring tidings, report, announce",L,104,81.5
511,σημεῖον,"a sign, a mark, token",L,104,81.52
512,ἅπτω,"to fasten, bind fast; mid. touch",L,104,81.55
513,ἡδύς,sweet,,104,81.57
514,ψεύδω,"to cheat by lies, beguile",L,103,81.59
515,βελτίων,better,,103,81.61
516,νῆσος,an island,,102,81.63
517,πολλάκις,"many times, often, oft",,102,81.66
518,ἑπτά,seven,,102,81.68
519,ζέω,"to boil, seethe",L,102,81.7
520,ὁμῶς,"equally, likewise, alike",F,101,81.72
521,ἄλλως,in another way,F,101,81.74
522,στόμα,the mouth,L,101,81.76
523,παραλαμβάνω,to receive from,L,100,81.79
524,αἰσθάνομαι,"to perceive, apprehend by the senses, to see, hear, feel",L,100,81.81
525,βέλτιστος,best,,100,81.83
526,τρέω,"to flee from fear, flee away",L,100,81.85
527,ἀφαιρέω,"to take from, take away from",L,100,81.87
528,ἐνθυμέομαι,"to lay to heart, consider well, reflect on, ponder",L,100,81.89
529,λύω,to loose,L,99,81.91
530,πλούσιος,"rich, wealthy, opulent",,99,81.93
531,ὠφελέω,"to help, aid, assist, to be of use",L,98,81.95
532,φιλέω,"to love, regard with affection",L,98,81.98
533,ἀπαλλάσσω,"to set free, release, deliver",L,98,82
534,θεάομαι,"to look on, gaze at, view, behold",L,98,82.02
535,πλέω,"to sail, go by sea",L,97,82.04
536,χαρίζω,"to do a favor, to oblige, to please",L,97,82.06
537,ἕνος,"belonging to the former of two periods, last year's",,97,82.08
538,ἀλλότριος,of/belonging to another,,97,82.1
539,ἐπιδείκνυμι,to exhibit as a specimen,L,97,82.12
540,νυνί,"now, at this moment",,96,82.14
541,παντάπασι,"all in all, altogether, wholly, absolutely",,96,82.16
542,σεαυτοῦ,of thyself,,96,82.18
543,ἐρῆμος,"desolate, lone, lonely, lonesome, solitary",L,95,82.2
544,ὕστερον,the afterbirth,,95,82.22
545,φύω,"to bring forth, produce, put forth",L,95,82.24
546,ἔσχατος,outermost,,95,82.26
547,περιπατέω,"to walk up and down, to walk about",L,95,82.28
548,ὁρμάω,"to set in motion, urge",L,94,82.3
549,ἐπιτίθημι,"to lay, put on; (mid.) to attack",L,94,82.32
550,τοιόσδε,such a,,94,82.34
551,φόβος,"fear, panic, flight",L,94,82.36
552,στρατόπεδον,"the ground on which soldiers are encamped, a camp, encampment",L,94,82.38
553,ἑτοῖμος,"at hand, ready, prepared",,94,82.4
554,ἔνθα,there,,94,82.42
555,τάξις,an arranging,L,94,82.44
556,ἐνώπιος,face to face,,94,82.46
557,παραγίγνομαι,"to come near, attend upon",L,93,82.48
558,πίπτω,"to fall, fall down",L,93,82.5
559,ἱμάτιον,"an outer garment, a cloak",,93,82.52
560,καρπός,fruit,,93,82.54
561,οὐσία,"that which is one's own, one's substance, property",,93,82.56
562,εἶδος,"that which is seen, form, shape, figure",,93,82.58
563,ἀσπάζομαι,"to welcome kindly, bid welcome, greet",L,93,82.6
564,ἔνειμι,to be in; to be possible,L,92,82.62
565,πατρίς,"fatherland, homeland; of one’s father",L,92,82.64
566,οἴχομαι,"to be gone, to have gone",L,92,82.66
567,προσεύχομαι,to offer prayers,L,92,82.68
568,ἁμός,"our, my > ἐμός",F,92,82.7
569,κωλύω,"to let, hinder, check, prevent",L,91,82.72
570,ἄνω,"to accomplish, achieve, finish",L,91,82.74
571,θυγάτηρ,a daughter,,91,82.76
572,μέχρι,"until (prep. and conj. w. aor.), as long as (conj. w. pres.)",,90,82.78
573,λοχαγός,the leader of an armed band; commander of a company,,90,82.8
574,ἀφίστημι,"to put away, remove; (mid.) revolt",L,89,82.82
575,ὁπότε,when,F,89,82.84
576,πρόσθεν,before,,89,82.85
577,ἐπιβουλεύω,to plot against,L,89,82.87
578,ἐπιστήμη,"knowledge, skill",,89,82.89
579,προστάσσω,to order,L,89,82.91
580,μισέω,to hate,L,89,82.93
581,δέκα,ten,L,88,82.95
582,ἄρτι,"just now, recently",,88,82.97
583,εἴκοσι,twenty,,88,82.99
584,δύω,dunk,L,88,83.01
585,πώποτε,ever yet,F,88,83.02
586,ἀπολογέομαι,"to speak in defence, defend oneself",L,88,83.04
587,ἡγεμών,"leader, guide",,88,83.06
588,ἐράω,"to love, to be in love with",L,88,83.08
589,ὅσπερ,"the very man who, the very thing which",,87,83.1
590,ἀμείνων,"better, abler, stronger, braver",,87,83.12
591,θεραπεύω,"to be an attendant, do service",L,87,83.14
592,ναός,"the dwelling of a god, a temple",,87,83.16
593,ὑπάγω,to lead,L,87,83.17
594,παιδίον,a child,L,87,83.19
595,πρόσωπον,"the face, visage, countenance",,87,83.21
596,ἀπολύω,to loose from,L,86,83.23
597,τηρέω,"to watch over, protect, guard",L,86,83.25
598,τάλαντον,a balance,,86,83.27
599,ἔρδω,to do,L,86,83.28
600,ἔμπροσθεν,"before, in front",,86,83.3
601,ἄνευ,without,,85,83.32
602,ἄνω2,"up, upwards",,85,83.34
603,ἥλιος,the sun,,85,83.36
604,τοι,"let me tell you, surely, verily",,85,83.38
605,τρέπω,to turn,L,84,83.39
606,ἐλεύθερος,free,,84,83.41
607,ἐνθάδε,"here, in this place, at this point",,84,83.43
608,ἐλπίζω,"to hope for, look for, expect",L,83,83.45
609,ὀφείλω,"to owe, have to pay",L,83,83.46
610,ἀναγκαῖος,"necessary, forcible (subst. kin, necessities for life)",,83,83.48
611,συνάγω,"to bring together, gather together, collect, convene",L,83,83.5
612,ποιητής,"one who makes, a maker",L,83,83.52
613,ἐλεέω,"to have pity on, shew mercy upon",L,83,83.54
614,ἀπόστολος,"a messenger, ambassador, envoy",,83,83.55
615,ῥῆμα,"(spoken) word, line, verb",,83,83.57
616,φάος,"light, daylight",L,83,83.59
617,ἐράω2,"[to pour out, vomit forth]",L,83,83.61
618,συμβαίνω,"meet, agree, happen",L,82,83.62
619,πειράζω,to make proof,L,82,83.64
620,μακρός,long,,82,83.66
621,οἶνος,wine,L,82,83.68
622,ἐλευθερία,"freedom, liberty",L,82,83.69
623,παραγγέλλω,to transmit as a message; give orders,L,82,83.71
624,θύρα,a door,,82,83.73
625,ἐξαμαρτάνω,"to err from the mark, fail",L,82,83.75
626,ψηφίζω,(mid.) to vote; (act.) to count with pebbles,L,81,83.76
627,κηρύσσω,"to be a herald, officiate as herald",L,81,83.78
628,ξένος,"a guest, guest-friend, stranger; foreign",L,81,83.8
629,ἐξαπατάω,to deceive,L,81,83.81
630,βαπτίζω,to dip in,L,81,83.83
631,κατέχω,to hold fast,L,80,83.85
632,καῖρος,the row of thrums,,80,83.87
633,θεωρέω,"to look at, view, behold",L,80,83.88
634,φάσκω,"to say, affirm, assert",L,80,83.9
635,σῖτος,"corn, grain",L,79,83.92
636,φαῦλος,"slight, indifferent, trivial, common, simple",,79,83.93
637,κομίζω,"to take care of, provide for",L,79,83.95
638,παρέρχομαι,"to go by, beside",L,79,83.97
639,ἀγών,"a gathering; a contest, a struggle, a trial",L,79,83.98
